"﻿AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"TITULARIDAD";"URL";"E-MAIL";"restaurant (nearest)";"restaurant address";"restaurant latitude";"restaurant longitude";"distance"
"Madrid-Capital";"28065498";"CEXTRAN ESP";"NIDO (ALEMAN)";"Calle De Luis Muriel, 6 ";"Madrid";"Chamartín";"28002";"914117687";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28065498";"dkinderstube@yahoo.es";"Rodilla P.º de la Habana";"Paseo Habana, 28036, Madrid 25";"40.451131";"-3.686838";"0.28254493119982493"
"Madrid-Capital";"28029861";"CEXTRAN ESP";"NUMONT SCHOOL (BRITANICO)";"Calle De Parma, 16 ";"Madrid";"Hortaleza";"28043";"913002431";"917599451";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029861";"ns@numontschool.net";"Rodilla A La Par";"c\ Arturo Soria, 166, 28043, MADRID";"40.455404";"-3.655353";"0.513899654415314"
"Madrid-Oeste";"28077762";"CEXTRAN ESP";"PANGEA ESCUELA VIVA (EE.UU)";"Calle De Santiago Apóstol, 9 ";"Colmenarejo";"-";"28270";"918423188";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077762";"info@escuelapangea.com";"Rodilla Camilo Jose Cela";"C/ Camilo Jose Cela, 3, 28232, LAS ROZAS";"40.520154";"-3.8968";"10.868593143639648"
"Madrid-Capital";"28079886";"CEXTRAN ESP";"RICHMOND PARK SCHOOL ( BRITANICO)";"Calle De Nuria, 95 ";"Madrid";"-";"28034";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079886";"null";"Rodilla Mirasierra";"Avda. del Ventisquero de la Condesa Nº 16-20, 28035, Madrid";"40.487807";"-3.716309";"0.9924067496091679"
"Madrid-Norte";"28049754";"CEXTRAN ESP";"RUNNYMEDE COLLEGE (BRITANICO)";"Calle De La Salvia, 30 ";"Alcobendas";"-";"28109";"916508302";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28049754";"office@runnymede-college.com";"Rodilla Alcobendas 2";"Ctra. Burgos A1, Km. 14,500. Local 17-18, 28108, Alcobendas";"40.530324";"-3.638445";"0.6112182042886741"
"Madrid-Capital";"28049316";"CEXTRAN ESP";"SAINT ANNE'S SCHOOL (BRITANICO)";"Avenida De Alfonso Xiii, 162 ";"Madrid";"Chamartín";"28016";"913453668";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28049316";"secretary@stannesmadrid.com";"Rodilla Rep. Dominicana";"Plaza de la República Dominicana, 3, 28016, Madrid";"40.458979";"-3.677324";"0.31712783414310763"
"Madrid-Oeste";"28045724";"CEXTRAN ESP";"SAINT LOUIS DES FRANÇAIS (FRANCES)";"Calle De Portugalete, 1 ";"Pozuelo de Alarcón";"-";"28223";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28045724";"null";"Rodilla Pozuelo";"Via de las Dos Castillas 15, 28224, Pozuelo de Alarcón";"40.434126";"-3.797848";"1.1575415674985667"
"Madrid-Oeste";"28070147";"CEXTRAN ESP";"SAINT MICHAEL'S SCHOOL (BRITANICO)";"Calle Del Valle De Bielsa, 4 ";"Boadilla del Monte";"-";"28669";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070147";"null";"Rodilla Boadilla dl Monte";"Av. del Infante Don Luis 10, 28660, BOADILLA DEL MONTE";"40.406064";"-3.896661";"2.9242577276340436"
"Madrid-Capital";"28079230";"CEXTRAN ESP";"SAN MARCOS AMERICAN PRESCHOOL MADRID";"Calle De Meléndez Valdés, 36 ";"Madrid";"Chamberí";"28015";"661387113";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079230";"info@escuelainfantilsanmarcos.es";"Rodilla Princesa";"C/ Princesa, 76, 28008, MADRID";"40.4325";"-3.717299";"0.39251499256959327"
"Madrid-Capital";"28077051";"CEXTRAN ESP";"SANTO ÁNGEL BRITISH SCHOOL(BRITANICO)";"Calle Del Arroyo Fontarrón, 209 ";"Madrid";"Moratalaz";"28030";"917721100";"917732675";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077051";"secretaria@santoangelmoratalaz.es";"Rodilla Conde Casal";"C/ Doctor Esquerdo, 173, 28007, MADRID";"40.407306";"-3.670023";"2.459397121954155"
"Madrid-Norte";"28076265";"CEXTRAN ESP";"SCANDINAVIAN SCHOOL-INTERNACIONAL SECTION (BRITÁNICO)";"Calle Del Camino Ancho, 14 ";"Alcobendas";"-";"28109";"916500127";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076265";"colegio@escandinavo.com";"Rodilla Alcobendas 2";"Ctra. Burgos A1, Km. 14,500. Local 17-18, 28108, Alcobendas";"40.530324";"-3.638445";"3.053849053726755"
"Madrid-Capital";"28045530";"CEXTRAN ESP";"SCUOLA MATERNA ITALIANA DE MADRID (ITALIANO)";"Calle De Agustín De Betancourt, 1 ";"Madrid";"Chamberí";"28003";"915331590";"915530212";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28045530";"alunnimaterna@scuolaitalianamadrid.org";"Rodilla Orense";"C/ Orense, 2, 28020, MADRID";"40.446874";"-3.695264";"0.5271345020197645"
"Madrid-Capital";"28030231";"CEXTRAN ESP";"SCUOLA STATALE ITALIANA DE MADRID (ITALIANO)";"Calle De Agustín De Betancourt, 1 ";"Madrid";"Chamberí";"28003";"915330539";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28030231";"ce.stataleitaliana.madrid@educa.madrid.org";"Rodilla Orense";"C/ Orense, 2, 28020, MADRID";"40.446874";"-3.695264";"0.5271345020197645"
"Madrid-Oeste";"28079692";"CEXTRAN ESP";"SENBAZURU INTERNACIONAL SCHOOL (EEUU)";"Carretera M-608, 11 ";"Boalo, El";"-";"-";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079692";"null";"Rodilla Colmenar Viejo";"C/ Corazón de María, 4 Local nº6, 28770, Colmenar Viejo   MADRID";"40.665916";"-3.773969";"11.987608426421012"
"Madrid-Capital";"28075984";"CEXTRAN ESP";"ST. GEORGE'S SCHOOL OF MADRID (BRITANICO)";"Calle De Los Padres Dominicos, 1 ";"Madrid";"Hortaleza";"28050";"916508440";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28075984";"sec.madrid@stgeorge.es";"Rodilla Sanchinarro";"C.C. Sanchinarro, C/ Margarita de Parma, 1, 28050, Madrid";"40.497603";"-3.661033";"0.5581465853118621"
"Madrid-Oeste";"28064342";"CEXTRAN ESP";"ST. MICHAEL'S ROYAL SCHOOL (BRITANICO)";"Calle Udala, 13 ";"San Lorenzo de El Escorial";"-";"28200";"918962169";"918961191";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064342";"escorial@stmichaelsschool.es";"Rodilla Camilo Jose Cela";"C/ Camilo Jose Cela, 3, 28232, LAS ROZAS";"40.520154";"-3.8968";"21.772646904082833"
"Madrid-Oeste";"28057878";"CEXTRAN ESP";"ST. MICHAEL'S SCHOOL II (BRITANICO)";"Calle Río Guadiana, 2 ";"Boadilla del Monte";"-";"28669";"916330078";"916322527";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057878";"stmichaelsschool@stmichaelsschool.es";"Rodilla Boadilla dl Monte";"Av. del Infante Don Luis 10, 28660, BOADILLA DEL MONTE";"40.406064";"-3.896661";"3.3621344243430262"
"Madrid-Capital";"28029962";"CEXTRAN ESP";"THE ENGLISH MONTESSORI SCHOOL (BRITANICO)";"Calle De La Salle, 2 B ";"Madrid";"Moncloa-Aravaca";"28023";"913572667";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28029962";"almudena.gomez@tems.es";"Rodilla Hipercor Pozuelo";"C.C. Hipercor Pozuelo Ctra. Nacional A6, km. 12,5, 28224, POZUELO DE ALARCON";"40.462742";"-3.808136";"2.4537976547345686"
"Madrid-Capital";"28057106";"CEXTRAN ESP";"TODO NIÑOS NURSERY SCHOOL (BRITANICO)";"Calle De Serrano, 163 ";"Madrid";"Chamartín";"28002";"914116979";"915631863";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057106";"info@todoninos.es";"Rodilla P.º de la Habana";"Paseo Habana, 28036, Madrid 25";"40.451131";"-3.686838";"0.41497527719626376"
"Madrid-Norte";"28079311";"CEXTRAN ESP";"TUTOR ASAP HIGH PERFOMANCE INTERNATIONAL STUDEY CENTRE";"Avenida De Bruselas, 9 ";"Alcobendas";"-";"28109";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079311";"null";"Rodilla Diversia";"C.C Diversia, Avda. Bruselas, nº 21 y 23, Local 8, 28100, Alcobendas";"40.53054";"-3.638403";"0.40382030531795055"
"Madrid-Capital";"28017807";"CEXTRAN ESP";"UNION CHRETIENNE DE ST.CHAUMOND (FRANC.)";"Calle De Rodríguez Marín, 30-32 ";"Madrid";"Chamartín";"28002";"915635250";"915633619";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28017807";"chaumond@chaumond.e.telefonica.net";"Rodilla Lopez Hoyos";"C/ Lopez de Hoyos, 90, 28002, MADRID";"40.442825";"-3.675813";"0.5579614949013796"
"Madrid-Capital";"28079281";"CEXTRAN ESP";"VATEL ESPAÑA";"Calle Del Marqués De La Ensenada, 12 ";"Madrid";"Centro";"28004";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079281";"null";"Rodilla Génova";"C/ Genova, 19, 28010, MADRID";"40.42662";"-3.693282";"0.23158078437777432"
"Madrid-Este";"28078079";"CEXTRAN ESP";"VEGA ESCUELA ACTIVA (EE.UU)";"Calle El Jardín De Miraltajo, 40 ";"Colmenar de Oreja";"-";"28380";"670300386";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28078079";"info@vegalaureana.org";"Rodilla Aranjuez";"C/ San Antonio, 76, 28300, ARANJUEZ";"40.033365";"-3.603215";"11.030119106757843"
"Madrid-Capital";"28076095";"CAU ARTES PLA-DIS";"CENTRO DE ESTUDIOS ARTISTICOS J. H. NEWMAN";"Avenida De Guadalajara, 28-32 ";"Madrid";"San Blas-Canillejas";"28032";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076095";"info@colegionewman.org";"Rodilla CC Las Rosas";"CC Las Rosas, Avda de Guadalajara 2 PA Local A5/T5, 28032, Madrid";"40.417969";"-3.621207";"0.5886290201571414"
"Madrid-Sur";"28072651";"CAU ARTES PLA-DIS";"CENTRO PROFESIONAL EUROPEO DE MADRID - ESTUDIOS PROFESIONALES DE ENSEÑANZAS ARTISTICAS";"Calle Tajo, S/n ";"Villaviciosa de Odón";"-";"28670";"912115353";"912053234";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072651";"Centroprofesional@uem.es";"Rodilla Villavicosa Odon";"Avda Príncipe de Asturias, 131, 28670, Villaviciosa de Odón";"40.356444";"-3.902889";"2.7975755692072544"
"Madrid-Capital";"28076769";"CAU ARTES PLA-DIS";"CEV CENTRO DE ARTE Y TECNOLOGÍA";"Calle De Gaztambide, 65 ";"Madrid";"Chamberí";"28015";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076769";"mrodriguez@cev.com";"Rodilla Fdez. de los Rios";"C/ Fernandez de los Rios 93, 28015, MADRID";"40.435519";"-3.717756";"0.2934031609419473"
"Madrid-Capital";"28076496";"CAU ARTES PLA-DIS";"IED MADRID ENSEÑANZAS PROFESIONALES ARTISTICAS";"Calle De La Flor Alta, 8 ";"Madrid";"Centro";"28004";"914480444";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076496";"s.aguado@madrid.ied.es";"Rodilla Gran Via";"C/ Gran Via, 57, 28013, MADRID";"40.421924";"-3.708925";"0.14682537497399806"
"Madrid-Capital";"28078331";"CAU ARTES PLA-DIS";"IED MADRID ENSEÑANZAS PROFESIONALES II";"Avenida De Pedro Díez, 3 ";"Madrid";"Carabanchel";"28019";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28078331";"null";"Rodilla Oca";"Calle Oca 102, 28025, MADRID";"40.388342";"-3.743396";"1.2056728998236863"
"Madrid-Capital";"28078274";"CAU ARTES PLA-DIS";"KROOM DOS DISEÑOS";"Calle De Pilar De Zaragoza, 104 ";"Madrid";"Salamanca";"28028";"914115998";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28078274";"info@escuelademoda-kroomdos.com";"Rodilla Francisco Silvela";"C/ Francisco Silvela 49, 28027, MADRID";"40.433741";"-3.673721";"0.5091727764994538"
"Madrid-Capital";"28064032";"CAU SUP DISEÑO";"CENTRO DE ENSEÑANZAS SUPERIORES DE DISEÑO DE INTERIORES DE MADRID";"Avenida De América, 24 ";"Madrid";"Salamanca";"28028";"913561209";"913550983";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064032";"artesdec@telefonica.net";"Rodilla Lopez Hoyos";"C/ Lopez de Hoyos, 90, 28002, MADRID";"40.442825";"-3.675813";"0.48142162418396234"
"Madrid-Capital";"28065474";"CAU SUP DISEÑO";"CENTRO ESPAÑOL DE NUEVAS PROFESIONES";"Calle De Joaquín María López, 60 ";"Madrid";"Chamberí";"28015";"914484841";"914479511";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28065474";"cenp@cenp.com";"Rodilla Fundación Jímenez Diaz";"Hosp. Fund. Jimenez Diaz Avd. Reyes Catolicos 2, 28040, Madrid";"40.439035";"-3.718377";"0.23860439696381536"
"Madrid-Capital";"28067380";"CAU SUP DISEÑO";"CENTRO SUPERIOR DE DISEÑO DE MODA DE MADRID";"Carretera Valencia, K. 7 ";"Madrid";"Puente de Vallecas";"28031";"913310126";"913321767";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28067380";"gestion.csdmm@upm.es";"Rodilla La Gavia";"C.C. La Gavia local A005, planta alta. c/ Adolfo Bioy Casares s/n, 28105, MADRID";"40.368854";"-3.598488";"3.2202743762126382"
"Madrid-Capital";"28073045";"CAU SUP DISEÑO";"IED MADRID";"Calle De La Flor Alta, 8 ";"Madrid";"Centro";"28004";"914480444";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073045";"s.aguado@madrid.ied.es";"Rodilla Gran Via";"C/ Gran Via, 57, 28013, MADRID";"40.421924";"-3.708925";"0.14682537497399806"
"Madrid-Oeste";"28041573";"CAU EL MUS";"ALARCON";"Calle San Jorge, 25 ";"Pozuelo de Alarcón";"-";"28224";"913527250";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041573";"info@colegioalar.com";"Rodilla Pozuelo";"Via de las Dos Castillas 15, 28224, Pozuelo de Alarcón";"40.434126";"-3.797848";"0.7864233903778514"
"Madrid-Capital";"28040192";"CAU EL MUS";"AYENSA";"Calle De Abtao, 46 ";"Madrid";"Retiro";"28007";"915019532";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28040192";"ayensamusica@hotmail.com";"Rodilla Conde Casal";"C/ Doctor Esquerdo, 173, 28007, MADRID";"40.407306";"-3.670023";"0.3494740522852459"
"Madrid-Sur";"28062618";"CAU EL MUS";"BLANCAS Y NEGRAS";"Avenida De La Venerable Madre María Antonia De La Mis, 5 ";"Ciempozuelos";"-";"28350";"918931629";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28062618";"informacion@blancasynegras.com";"Rodilla Valdemoro";"C/ Estrella de Elola 12, 28340, VALDEMORO";"40.19156";"-3.678167";"5.9006708521297995"
"Madrid-Capital";"28075959";"CAU EL MUS";"CENTRO CULTURAL Y DEPORTIVO TAJAMAR";"Calle Pío Felipe, 12 ";"Madrid";"Puente de Vallecas";"28038";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28075959";"atorres@tajamar.es";"Rodilla Conde Casal";"C/ Doctor Esquerdo, 173, 28007, MADRID";"40.407306";"-3.670023";"2.0353171943559993"
"Madrid-Capital";"28076666";"CAU EL MUS";"ESCUELA DE MÚSICA ÁBACO";"Avenida De La Peseta, 8 ";"Madrid";"Latina";"28054";"915114064";"915081150";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076666";"eomusica@colegio-abaco.com";"Rodilla Sambil";"CC Sambil Outlet C/ Mondragón, s/n. Pl baja loc 28, 28917, Leganes - Madrid";"40.358945";"-3.776065";"1.3526533865025778"
"Madrid-Capital";"28079862";"CAU EL MUS";"ESCUELA DE MUSICA COLEGIO FUENTELLARREYNA";"Calle De Ramón Gómez De La Serna, 24 ";"Madrid";"-";"28035";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079862";"null";"Rodilla Mirasierra";"Avda. del Ventisquero de la Condesa Nº 16-20, 28035, Madrid";"40.487807";"-3.716309";"1.2171910142945979"
"Madrid-Capital";"28075561";"CAU EL MUS";"ESCUELA DE MUSICA DE GRADO ELEMENTAL CALASANZ";"Calle Del Conde De Peñalver, 51 ";"Madrid";"Salamanca";"28006";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28075561";"null";"Rodilla Francisco Silvela";"C/ Francisco Silvela 49, 28027, MADRID";"40.433741";"-3.673721";"0.3275477657049523"
"Madrid-Sur";"28076605";"CAU EL MUS";"FABORDON";"Calle Duero, 35 ";"Villaviciosa de Odón";"-";"28670";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076605";"null";"Rodilla Boadilla dl Monte";"Av. del Infante Don Luis 10, 28660, BOADILLA DEL MONTE";"40.406064";"-3.896661";"3.765843321385027"
"Madrid-Capital";"28041986";"CAU EL MUS";"INTERMEZZO";"Calle De Méndez Álvaro, 2 ";"Madrid";"Arganzuela";"28045";"915278467";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041986";"info@intermezzo-escuela.com";"Rodilla Atocha embarque AVE";"Est de ATOCHA - AVE, Sala de Embarque, local 6981, 28045, Madrid";"40.407067";"-3.691386";"0.12948014359657464"
"Madrid-Oeste";"28077099";"CAU EL MUS";"LA LIRA DE POZUELO";"Calle Isidro Gómez, 1 Bis ";"Pozuelo de Alarcón";"-";"28223";"913529678";"913529678";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077099";"laliradepozuelo@gmail.com";"Rodilla Pozuelo";"Via de las Dos Castillas 15, 28224, Pozuelo de Alarcón";"40.434126";"-3.797848";"1.4829161806637812"
"Madrid-Norte";"28040121";"CAU EL MUS";"LUIS ESTRELLA";"Calle De La Cruz, 12 ";"Alcobendas";"-";"28100";"916542732";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28040121";"direccion@musicalia.es";"Rodilla Diversia";"C.C Diversia, Avda. Bruselas, nº 21 y 23, Local 8, 28100, Alcobendas";"40.53054";"-3.638403";"1.151842423193882"
"Madrid-Oeste";"28071838";"CAU EL MUS";"MATISSE";"Calle San Francisco, 18 ";"San Lorenzo de El Escorial";"-";"28200";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071838";"matisseescuelademusica@gmail.com";"Rodilla Camilo Jose Cela";"C/ Camilo Jose Cela, 3, 28232, LAS ROZAS";"40.520154";"-3.8968";"22.53742719166763"
"Madrid-Oeste";"28038963";"CAU EL MUS";"MIRABAL";"Calle Del Monte Almenara, S/n ";"Boadilla del Monte";"-";"28660";"916331711";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28038963";"musica@colegiomirabal.com";"Rodilla Boadilla dl Monte";"Av. del Infante Don Luis 10, 28660, BOADILLA DEL MONTE";"40.406064";"-3.896661";"1.0571661952283655"
"Madrid-Capital";"28040179";"CAU EL MUS";"MUSICAL MARISA";"Calle De Alcalá, 126 ";"Madrid";"Salamanca";"28009";"914017281";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28040179";"null";"Rodilla Manuel Becerra";"Plaza Manuel Becerra, 4 local, 28028, Madrid";"40.428205";"-3.669849";"0.246586486178884"
"Madrid-Capital";"28041202";"CAU EL MUS";"MUSICAL SILVELA";"Calle De Francisco Silvela, 7 ";"Madrid";"Salamanca";"28028";"914020708";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28041202";"null";"Rodilla Manuel Becerra";"Plaza Manuel Becerra, 4 local, 28028, Madrid";"40.428205";"-3.669849";"0.08306449573999296"
"Madrid-Capital";"28078195";"CAU EL MUS";"MUSICLARET INNOVACION MUSICAL";"Calle De Corazón De María, 1 ";"Madrid";"Chamartín";"28002";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28078195";"null";"Rodilla Lopez Hoyos";"C/ Lopez de Hoyos, 90, 28002, MADRID";"40.442825";"-3.675813";"0.4137368572365211"
"Madrid-Capital";"28039414";"CAU EL MUS";"SERRA";"Calle De Escalona, 61 ";"Madrid";"Latina";"28024";"915186414";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28039414";"musicalserra@gmail.com";"Rodilla Campamento";"Carrefour Market, Avd. Padre Piquer S/N, 28024, MADRID";"40.394811";"-3.767733";"0.5379885514966615"
"Madrid-Capital";"28040155";"CAU EL MUS";"SIGFREDO";"Calle Del Porvenir, 9 ";"Madrid";"Salamanca";"28028";"917254334";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28040155";"sigfredo@academiasigfredo.com";"Rodilla Manuel Becerra";"Plaza Manuel Becerra, 4 local, 28028, Madrid";"40.428205";"-3.669849";"0.5208101397621194"
"Madrid-Capital";"28046820";"CAU PROF MUS";"ALLEGRO";"Calle De La Villa De Marín, 7 ";"Madrid";"Fuencarral-El Pardo";"28029";"913140074";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28046820";"info@mariajesusromeo.es";"Rodilla Vaguada";"C.C. Madrid Vaguada Av. Monforte Lemos, 36, T-7, 28029, MADRID";"40.479709";"-3.708348";"0.7966126187293281"
"Madrid-Capital";"28075108";"CAU PROF MUS";"CENTRO DE MUSICA NUESTRA SEÑORA DE LORETO";"Calle Del Príncipe De Vergara, 42 ";"Madrid";"Salamanca";"28001";"917670936";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28075108";"info@colegioloreto.com";"Rodilla Conde Peñalver";"C/ Conde Peñalver 9, 28006, MADRID";"40.425661";"-3.675853";"0.3992324047399036"
"Madrid-Sur";"28073367";"CAU PROF MUS";"CENTRO MUSICAL TAF";"Calle De Fresadores, 35 ";"Arroyomolinos";"-";"28939";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073367";"info@taf.es";"Rodilla Xanadú";"C.C. Madrid Xanadú Local 116,Somosierra, 28939, ";"40.299309";"-3.926597";"4.634749053459268"
"Madrid-Capital";"28077920";"CAU PROF MUS";"ESCUELA DE MUSICA ALAMEDA DE OSUNA";"Paseo De La Alameda De Osuna, 60 ";"Madrid";"-";"28042";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28077920";"null";"Rodilla Plenilunio";"CC.Plenilunio, Aracne local 210 2ª  Planta, 28022, MADRID";"40.447127";"-3.587358";"1.092028217187754"
"Madrid-Norte";"28076824";"CAU PROF MUS";"ESCUELA DE MUSICA DEL COLEGIO BRAINS";"Calle De La Salvia, 48 ";"Alcobendas";"-";"28109";"916501876";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076824";"escuelademusica@colegiobrains.com";"Rodilla Diversia";"C.C Diversia, Avda. Bruselas, nº 21 y 23, Local 8, 28100, Alcobendas";"40.53054";"-3.638403";"0.5960492962064801"
"Madrid-Capital";"28075741";"CAU PROF MUS";"ESTUDIOS MUSICALES PINZON";"Calle Del Halcón, 11 ";"Madrid";"Carabanchel";"28025";"914655619";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28075741";"estudiospinzon@gmail.com";"Rodilla Oca";"Calle Oca 102, 28025, MADRID";"40.388342";"-3.743396";"0.12838888783505087"
"Madrid-Capital";"28040180";"CAU PROF MUS";"KATARINA GURSKA";"Calle Del Genil, 13 ";"Madrid";"Chamartín";"28002";"915635555";"915639125";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28040180";"em@katarinagurska.com";"Rodilla Concha Espina 69";"Av. Concha Espina Nº 69, 28016, Madrid";"40.452048";"-3.678019";"0.40101954973389115"
"Madrid-Capital";"28034313";"CAU PROF MUS";"MATER SALVATORIS";"Carretera De La Coruña, 9 ";"Madrid";"Moncloa-Aravaca";"28023";"913071243";"91-3571595";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28034313";"secretaria@matersalvatoris.org";"Rodilla Rozas Carrefour";"C.C.Pinar Rozas, loc. 32,Ctra. Madrid-Coruña km 22, 28230, LAS ROZAS";"40.52359";"-3.883875";"4.857766383119905"
"Madrid-Capital";"28075935";"CAU PROF MUS";"MUSICAL MARTI";"Calle De Fermín Caballero, 53 ";"Madrid";"Fuencarral-El Pardo";"28034";"917300355";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28075935";"musicalmarti@gmail.com";"Rodilla Vaguada Kiosco";"C.C. Madrid Vaguada Av. Monforte Lemos, 36,k1-102, 28029, MADRID";"40.479822";"-3.708487";"0.3692371239106956"
