"﻿AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"TITULARIDAD";"URL";"E-MAIL";"TITULAR";"Total 2014-2015";"Total 2015-2016";"Total 2016-2017";"Total 2017-2018";"Total 2018-2019";"Educación Infantil Especial 2014-2015";"Educación Infantil Especial 2015-2016";"Educación Infantil Especial 2016-2017";"Educación Infantil Especial 2017-2018";"Educación Infantil Especial 2018-2019";"Infantil I Ciclo 2014-2015";"Infantil I Ciclo 2015-2016";"Infantil I Ciclo 2016-2017";"Infantil I Ciclo 2017-2018";"Infantil I Ciclo 2018-2019";"Infantil II Ciclo 2014-2015";"Infantil II Ciclo 2015-2016";"Infantil II Ciclo 2016-2017";"Infantil II Ciclo 2017-2018";"Infantil II Ciclo 2018-2019";"Educación Básica Obligatoria 2014-2015";"Educación Básica Obligatoria 2015-2016";"Educación Básica Obligatoria 2016-2017";"Educación Básica Obligatoria 2017-2018";"Educación Básica Obligatoria 2018-2019";"Primaria 2014-2015";"Primaria 2015-2016";"Primaria 2016-2017";"Primaria 2017-2018";"Primaria 2018-2019";"ESO 2014-2015";"ESO 2015-2016";"ESO 2016-2017";"ESO 2017-2018";"ESO 2018-2019";"Bachillerato 2014-2015";"Bachillerato 2015-2016";"Bachillerato 2016-2017";"Bachillerato 2017-2018";"Bachillerato 2018-2019";"FP GM 2014-2015";"FP GM 2015-2016";"FP GM 2016-2017";"FP GM 2017-2018";"FP GM 2018-2019";"FP GS 2014-2015";"FP GS 2015-2016";"FP GS 2016-2017";"FP GS 2017-2018";"FP GS 2018-2019";"FPB 2014-2015";"FPB 2015-2016";"FPB 2016-2017";"FPB 2017-2018";"FPB 2018-2019";"PCPI: Módulos Voluntarios 2014-2015";"PCPI: Módulos Voluntarios 2015-2016";"PCPI: Módulos Voluntarios 2016-2017";"PCPI: Módulos Voluntarios 2017-2018";"PCPI: Módulos Voluntarios 2018-2019";"PCPI: Especial 2014-2015";"PCPI: Especial 2015-2016";"PCPI: Especial 2016-2017";"PCPI: Especial 2017-2018";"PCPI: Especial 2018-2019";"Programa Formación Transición Vida Adulta 2014-2015";"Programa Formación Transición Vida Adulta 2015-2016";"Programa Formación Transición Vida Adulta 2016-2017";"Programa Formación Transición Vida Adulta 2017-2018";"Programa Formación Transición Vida Adulta 2018-2019";"Programas Profesionales Modalidad Especial 2014-2015";"Programas Profesionales Modalidad Especial 2015-2016";"Programas Profesionales Modalidad Especial 2016-2017";"Programas Profesionales Modalidad Especial 2017-2018";"Programas Profesionales Modalidad Especial 2018-2019";"lat";"lng"
"Madrid-Norte";"28061781";"EIPR";"MIS PRIMEROS PASOS";"Calle Del Puerto Pajares, 18 ";"Manzanares el Real";"-";"28410";"625582698";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28061781";"tselin@gmail.com";"ASUNTA PEREZ ESPINOZA";"2";"2";"2";"2";"";"";"";"";"";"";"2";"2";"2";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.729721";"-3.8597009"
"Madrid-Sur";"28079801";"EIPR";"MIS PRIMEROS PASOS";"Calle Faisanes, C/v A C/alejandro Sureda, 27, 27 ";"Aranjuez";"-";"28300";"634549489";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079801";"centroinfantilmisprimerospasos@gmail.com";"IRENE CALAHORRO SANCHEZ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.0257951";"-3.618782099999999"
"Madrid-Norte";"28076071";"EIPR";"MIS SUEÑOS MAGICOS";"Calle De La Fantasía, 3 ";"Alcobendas";"-";"28100";"912417977";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076071";"informacion@missuenosmagicos.es";"MIS SUEÑOS MAGICOS ESCUELA INFANTIL, S.L.";"14";"71";"82";"90";"";"";"";"";"";"";"14";"71";"82";"90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5519111";"-3.6583235"
"Madrid-Sur";"28066867";"EIPR";"MONIGOTES";"Calle De Esteban Terradas, 6 ";"Leganés";"-";"28914";"916851267";"916851267";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28066867";"monigotes@monigotes.org";"DESARROLLO INTEGRAL EDUCATIVO, S.L.";"46";"49";"36";"33";"";"";"";"";"";"";"46";"49";"36";"33";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3250895";"-3.7518807"
"Madrid-Capital";"28068682";"EIPR";"MONTEMAR";"Calle De Monasterio De Oseira, 19 ";"Madrid";"Fuencarral-El Pardo";"28049";"917508138";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068682";"eruiz@escuelamontemar.com";"MONTEPRADO EDUCACION S.L. UNIPERSONAL";"90";"0";"104";"99";"";"";"";"";"";"";"90";"0";"104";"99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5105422";"-3.6963087"
"Madrid-Este";"28063271";"EIPR";"MONTESSORI PEÑAS ALBAS";"Calle Grecia, 4 ";"Villalbilla";"-";"28810";"918792640";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28063271";"info@escuelainfantilpenasalbas.es";"ESCUELA INFANTIL PEÑAS ALBAS, S.L.";"36";"40";"32";"36";"";"";"";"";"";"";"36";"40";"32";"36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4473944";"-3.3674354"
"Madrid-Este";"28058755";"EIPR";"MONTESSORI VILLAGE ALCALA";"Paseo De Los Curas, 26 ";"Alcalá de Henares";"-";"28801";"673492985";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28058755";"alcala@montessorivillage.es";"CLEVER CLOGS, S.L.";"";"";"";"18";"";"";"";"";"";"";"";"";"";"18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4772772";"-3.3678247"
"Madrid-Oeste";"28070160";"EIPR";"MONTESSORI VILLAGE BOADILLA";"Avenida De Isabel De Farnesio, S/n ";"Boadilla del Monte";"-";"28660";"916326522";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070160";"boadilla@montessorivillage.es";"DESIREXPLORE, S.L.";"19";"17";"9";"23";"";"";"";"";"";"";"19";"17";"9";"23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4051425";"-3.8869947"
"Madrid-Este";"28072582";"EIPR";"MONTESSORI VILLAGE RIVAS";"Calle Geranio, 29-31 ";"Rivas-Vaciamadrid";"-";"28522";"916669207";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072582";"rivas@montessorivillage.es";"NAVIO ALVAREZ, S.L.";"19";"24";"22";"33";"";"";"";"";"";"";"19";"24";"12";"21";"";"0";"0";"10";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3541679";"-3.5314016"
"Madrid-Oeste";"28066764";"EIPR";"MONTESSORI VILLAGE TORRELODONES";"Calle Torreperegrinos, 4 ";"Torrelodones";"-";"28250";"918596198";"918593797";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28066764";"torrelodones@montessorivillage.es";"CARACOL MAGICO, S.L.";"7";"4";"10";"29";"";"";"";"";"";"";"7";"4";"7";"15";"";"0";"0";"3";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5869649";"-3.954807"
"Madrid-Capital";"28065024";"EIPR";"MS KIDS";"Calle Del Hierro, 15 ";"Madrid";"Arganzuela";"28045";"915300127";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28065024";"info@escuelamskids.com";"MS DIDAC SERVIVIOS EDUCATIVOS, S.L.";"39";"35";"56";"56";"";"";"";"";"";"";"39";"35";"56";"56";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3929444";"-3.691688399999999"
"Madrid-Oeste";"28065462";"EIPR";"MUCHOS PEQUES";"Calle De Francisco Tomás Y Valiente, S/n ";"Boadilla del Monte";"-";"28260";"669030695";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28065462";"muchospeques@muchospeques.net";"EL CASTILLO DE NANOS, S.L.";"37";"38";"50";"25";"";"";"";"";"";"";"37";"38";"50";"25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4138908";"-3.8956662"
"Madrid-Sur";"28070500";"EIPR";"MUNDO CHIQUININOS";"Calle De Extremadura, 37 ";"Fuenlabrada";"-";"28944";"916151101";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070500";"cristina@mundochiquininos.com";"MUNDO CHIQUININOS, S.L.";"37";"62";"64";"59";"";"";"";"";"";"";"37";"62";"64";"59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.2800443";"-3.7921316"
"Madrid-Este";"28068441";"EIPR";"MUNDO MAGICO";"Calle De Nazario Calonge, 9 ";"San Fernando de Henares";"-";"28830";"916698374";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28068441";"direccion@escuelamundomagico.com";"NUESTRO MUNDO MÁGICO, S.L.";"24";"23";"40";"38";"";"";"";"";"";"";"24";"23";"40";"38";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4266952";"-3.5272125"
"Madrid-Capital";"28071322";"EIPR";"MUNDO MAGICO DE LUISMAPETONGA";"Carretera De Vicálvaro A La Estación De O'donnell, 18 ";"Madrid";"Vicálvaro";"28032";"917762057";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28071322";"granada.luismapetonga@gmail.com";"LUISMAPETONGA-PELUCHES, S.L.";"26";"22";"13";"14";"";"";"";"";"";"";"26";"22";"13";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4043614";"-3.591460399999999"
"Madrid-Capital";"28063507";"EIPR";"MUÑECOS";"Calle De Minerva, 25 ";"Madrid";"Vicálvaro";"28032";"685811850";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28063507";"null";"ESCUELA INFANTIL MUÑECOS, S.L.";"48";"48";"48";"46";"";"";"";"";"";"";"48";"48";"48";"46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.401992";"-3.59947"
"Madrid-Norte";"28065206";"EIPR";"MUÑECOTES";"Avenida De Tenerife, 2 ";"San Sebastián de los Reyes";"-";"28703";"916237041";"916237041";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28065206";"munecotes@projardin.es";"MABEROGAN, S.L.";"39";"45";"50";"55";"";"";"";"";"";"";"39";"45";"50";"55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5583105";"-3.6274945"
"Madrid-Capital";"28070822";"EIPR";"MUÑEQUITO";"Calle De Polan, 7-8 ";"Madrid";"Carabanchel";"28025";"628438933";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070822";"info@munequito.es";"MUÑEQUITO, S.L.";"40";"33";"19";"26";"";"";"";"";"";"";"40";"33";"19";"26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3748697";"-3.7264359"
"Madrid-Capital";"28066648";"EIPR";"MY LITTLE PEAS";"Calle Valle Oro, 10 ";"Madrid";"Carabanchel";"28019";"914719130";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28066648";"Eimylittlepeas@gmail.com";"BEATRIZ TRUJILLO FERNANDEZ";"24";"20";"21";"16";"";"";"";"";"";"";"24";"20";"21";"16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3880453";"-3.729699699999999"
"Madrid-Capital";"28070019";"EIPR";"MY LITTLE PLANET NURSERY SCHOOL";"Calle De Azofra, 1 ";"Madrid";"Fuencarral-El Pardo";"28050";"618925557";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28070019";"info@mylittleplanet.es";"MY LITTLE PLANET NURSERY SCHOOL, S.L. UNIPERSONAL";"50";"0";"13";"67";"";"";"";"";"";"";"50";"0";"13";"67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4998973";"-3.6723914"
"Madrid-Capital";"28056515";"EIPR";"MY SCHOOL";"Calle De Antonio Cumella, 7 ";"Madrid";"Moratalaz";"28030";"913711235";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056515";"mercheportav@hotmail.com";"MI COLE, S.L.";"25";"21";"16";"29";"";"";"";"";"";"";"25";"21";"16";"29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4099764";"-3.6369633"
"Madrid-Sur";"28078808";"EIPR";"NACER BUENAVISTA";"Paseo De Santiago Casares Quiroga, 3 ";"Getafe";"-";"28905";"919212604";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28078808";"ei.nacer.buenavista@gmail.com";"ESCUELA INFANTIL NACER, S.L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3022254";"-3.7507863"
"Madrid-Sur";"28063726";"EIPR";"NACER CENTRO";"Calle Pasión, 26 ";"Getafe";"-";"28901";"919212599";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28063726";"escuela.infantil.nacer@gmail.com";"ESCUELA INFANTIL NACER, S.L.";"34";"27";"42";"68";"";"";"";"";"";"";"34";"27";"42";"68";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.3035246";"-3.7272547"
"Madrid-Sur";"28064731";"EIPR";"NANITAS 0-3";"Avenida De La Reina Sofía, 13 ";"Leganés";"-";"28919";"916800494";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28064731";"nanitas0-3@hotmail.com";"PETIT FILOI, S.L.";"37";"36";"20";"30";"";"";"";"";"";"";"37";"36";"20";"30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.34287940000001";"-3.7511781"
"Madrid-Capital";"28060890";"EIPR";"NANOS";"Calle De La Bañeza, 43 ";"Madrid";"Fuencarral-El Pardo";"28029";"913861519";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28060890";"adelaleon@escuelainfantilnanos.es";"ADELA LEON COELLO";"16";"18";"14";"21";"";"";"";"";"";"";"16";"18";"14";"21";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4746797";"-3.7178471"
"Madrid-Capital";"28066776";"EIPR";"NANOS DOCTOR VALLEJO";"Calle Del Doctor Vallejo, 3 ";"Madrid";"Ciudad Lineal";"28027";"912435858";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28066776";"BELENTORRESR@HOTMAIL.COM";"PENDIKAN, S.L.";"";"25";"41";"";"";"";"";"";"";"";"";"25";"41";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4359651";"-3.6432754"
"Madrid-Capital";"28057601";"EIPR";"NANOS LERIDA";"Calle De Lérida, 93 ";"Madrid";"Tetuán";"28020";"910263389";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28057601";"administracion@mininanos.com";"CULTURAL ESNODA, S.L.";"22";"31";"39";"42";"";"";"";"";"";"";"22";"31";"39";"42";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.45846179999999";"-3.6992872"
"Madrid-Norte";"28076757";"EIPR";"NATUEDUCA";"Avenida Puente Cultural, 1 ";"San Sebastián de los Reyes";"-";"28702";"910642531";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28076757";"einatueduca@hotmail.com";"JAYSAEDUCA, S.L.";"";"51";"49";"";"";"";"";"";"";"";"";"51";"49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5531161";"-3.619187799999999"
"Madrid-Oeste";"28073471";"EIPR";"NATURA";"Calle Santander, 6 ";"Guadarrama";"-";"28430";"687858720";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073471";"info@einatura.eu";"CARMEN NUÑEZ FERNANDEZ";"";"2";"7";"5";"";"";"";"";"";"";"";"2";"7";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.6582507";"-4.0629253"
"Madrid-Capital";"28072971";"EIPR";"NEMOMARLIN";"Calle De Meléndez Valdés, 28 ";"Madrid";"Chamberí";"28015";"911404528";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28072971";"chamberi@escuelanemomarlin.com";"VIENTO ASTUR MADRID, S.L.";"76";"64";"76";"76";"";"";"";"";"";"";"76";"64";"76";"76";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4330951";"-3.7111859"
"Madrid-Oeste";"28073203";"EIPR";"NEMOMARLIN";"Avenida De Julio Fuentes, 9 ";"Boadilla del Monte";"-";"28660";"658961786";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073203";"null";"MARIA FUENCISLA GARCIA LOPEZ";"52";"47";"45";"49";"";"";"";"";"";"";"52";"47";"45";"49";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4220452";"-3.896479"
"Madrid-Norte";"28078444";"EIPR";"NEMOMARLIN ALCOBENDAS";"Calle De La Alegría, 5 ";"Alcobendas";"-";"28100";"910599522";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28078444";"alcobendas@escuelanemomarlin.com";"ESCUELAS NORMAD, S.L. UNIPERSONAL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.5567349";"-3.6583375"
"Madrid-Capital";"28056849";"EIPR";"NEMOMARLIN ARAVACA";"Calle De Lamiaco, 12 ";"Madrid";"Moncloa-Aravaca";"28023";"913729720";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28056849";"aravaca@escuelanemomarlin.com";"NEMOMARLIN FRANCHISE, S.L.";"20";"15";"0";"29";"";"";"";"";"";"";"20";"15";"0";"29";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4738392";"-3.8215059"
"Madrid-Capital";"28073185";"EIPR";"NEMOMARLIN ARGANZUELA";"Calle De Carmen Cobeña, 4 ";"Madrid";"Arganzuela";"28005";"911427816";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28073185";"arganzuela@escuelanemomarlin.com";"ARALDA VALLE, S.L.";"72";"71";"76";"74";"";"";"";"";"";"";"72";"71";"76";"74";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.400998";"-3.711471299999999"
"Madrid-Capital";"28079709";"EIPR";"NEMOMARLIN ARROYO DEL FRESNO";"Calle Del Arroyo Del Monte, 53 ";"Madrid";"Fuencarral-El Pardo";"28035";"-";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079709";"arroyofresno@escuelanemomarlin.com";"ESCUELAS NORMAD, S.L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4887881";"-3.7272118"
"Madrid-Capital";"28079564";"EIPR";"NEMOMARLIN BARAJAS";"Calle De La Playa De Aro (locales 1 Y 2), 5 ";"Madrid";"-";"28042";"630362644";"-";"Privado";"http://gestiona.madrid.org/wpad_pub/run/j/MostrarFichaCentro.icm?cdCentro=28079564";"barajas@escuelanemomarlin.com";"ESCUELAS INFANTILES NATXA MANCHERO, S.L.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40.4722758";"-3.5901599"
